cLabel,cDesc,cSize,cGenes,cScorePheno,pValZ,pValZCorr,pValPerm,pValPermCorr
GO:0090533,"cation-transporting ATPase complex",11,"ATP1B3, ATP1A3, ABCC9, ABCC8, SLC9A1, ATP2A2, ATP1A4, ATP1A1, FXYD1, KCNJ8, ATP1B1",0.13666525979214,0.0130203997693509,0.384104200761369,0.0058,0.27695
GO:0097225,"sperm midpiece",13,"PACRG, IFT172, ACE, PCDH11Y, ATP1A4, CFAP69, SPEF2, RHO, HYAL3, GABARAP, CFAP65, CD52, IFT27",0.0344702799106205,0.0131887335711567,0.384104200761369,0.0123,0.30147027027027
GO:0032580,"Golgi cisterna membrane",40,"B4GALT2, B4GALT3, GALNT3, NSG2, CHSY3, SORT1, GALNT1, GALNT2, B4GALT5, ST3GAL4, INPP5E, PSENEN, ST3GAL2, NAGPA, ATP2C1, ST6GAL2, APH1A, NSG1, FUT11, GAL3ST4, BCAP31, B4GALT4, CHPF, GOLGA8A, FUT9, COG3, ST6GAL1, GOLGA2, B4GALT6, ARAP1, ASAP2, GOLPH3, B3GALT6, ST3GAL3, ZDHHC14, CSGALNACT1, SAR1B, GOLPH3L, ST3GAL1, UXS1",0.0247234775362807,0.013264154500227,0.384104200761369,0.0144,0.30147027027027
GO:0061200,"clathrin-sculpted gamma-aminobutyric acid transport vesicle",5,"GAD2, DNAJC5, HSPA8, GAD1, SYT1",0.0790709697621342,0.0132945020680109,0.384104200761369,0.0146,0.30147027027027
GO:0061202,"clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane",5,"HSPA8, DNAJC5, SYT1, GAD1, GAD2",0.0790709697621342,0.0132945020680109,0.384104200761369,0.0146,0.30147027027027
GO:0005883,"neurofilament",9,"NEFM, SHANK2, DMD, NRP1, INA, LDLRAP1, DLGAP2, NEFL, NEFH",0.0754464487869412,0.013955062148917,0.384104200761369,0.0096,0.287969230769231
GO:0005871,"kinesin complex",27,"KIF2A, KIF26A, KIF17, KIF15, KIF9, NDEL1, KIFC2, KIF21A, KIF5B, PAFAH1B1, KLC2, KIF5A, KIF13B, KIF5C, KIFAP3, KIF2C, KIF3B, KIF26B, KIF22, KIF6, KIF23, KIF27, KIF21B, KIF3C, KIF16B, NDE1, KIF1C",0.0617668367006722,0.0144457226387322,0.384104200761369,0.0066,0.280133333333333
GO:0032587,"ruffle membrane",53,"ABCA7, FAP, TESC, TPM1, SPRY4, PLCG2, FGD5, FGR, INPP5K, CDKL5, FERMT1, C2CD5, EZR, NME1, SPATA13, NF2, SNTG1, ARHGAP45, MACF1, PACSIN1, PDPN, LCP1, MTMR9, AIF1L, PTPRJ, PSD3, IFIT5, DIAPH1, AIF1, PIP5K1C, PLEKHO1, FAM107A, TIAM1, PDE4A, ARHGEF4, PACSIN2, EPB41L5, CIB1, TIRAP, PDXP, DLC1, RAC1, ITGAV, PLEKHA1, ITGB1, WWC1, RPS3, RASGRP2, JCAD, THEM4, PAK1, PSD, PPP1R9B",0.0441151428429319,0.0146892003000708,0.384104200761369,0.0075,0.287969230769231
GO:0001401,"mitochondrial sorting and assembly machinery complex",7,"IMMT, HSPA9, CHCHD6, MTX2, DNAJC11, CHCHD3, MTX3",0.104954674858298,0.0155671162348462,0.384104200761369,0.0104,0.294281481481481
GO:0032153,"cell division site",30,"TMEM250, RALA, ZFYVE19, MYLK, RAB11A, TUBGCP5, STAMBP, NF2, PLCD3, PSD, RHOC, PDXP, ICAM2, NDE1, RACGAP1, MYH10, PPP1CC, ANKRD45, FSD1, SPIRE2, CIT, PKN2, ANLN, RAB11FIP4, TUBGCP4, ITGB1, TUBGCP3, PSTPIP1, MAEA, RAB11FIP3",0.0518840764182649,0.0156209849294828,0.384104200761369,0.0092,0.287969230769231
GO:0032155,"cell division site part",29,"ICAM2, MYLK, RAB11FIP3, ITGB1, PKN2, ANKRD45, MAEA, MYH10, ANLN, TUBGCP3, RHOC, CIT, RACGAP1, SPIRE2, PSTPIP1, STAMBP, RAB11FIP4, PPP1CC, RAB11A, RALA, NF2, FSD1, TUBGCP4, PLCD3, TUBGCP5, PDXP, ZFYVE19, PSD, NDE1",0.0504104704252782,0.0157091020710134,0.384104200761369,0.0093,0.287969230769231
GO:0031306,"intrinsic component of mitochondrial outer membrane",15,"FUNDC2, PINK1, CPT1A, RHOT2, MFF, MFN1, ABCB6, BNIP3, BAK1, MGARP, TOMM40, ARMCX3, FUNDC1, MFN2, FIS1",0.0946269245516741,0.0164371630737311,0.384104200761369,0.0035,0.191
GO:0005881,"cytoplasmic microtubule",30,"TUBA1C, PAFAH1B1, RAB3D, NUMA1, REEP3, TUBG2, MTUS2, TPT1, ARL3, SYBU, FAM161A, SPACA9, TUBA1A, BICD1, BCL10, SERP1, ARHGAP18, C4orf47, KIF2C, CLMP, MAP9, TUBA1B, ENKD1, FAM161B, MID1, REEP2, MAPRE2, DYNLT3, SNPH, MAPRE1",0.0247624067481658,0.0166371351091448,0.384104200761369,0.0128,0.30147027027027
GO:0042405,"nuclear inclusion body",7,"ATXN3, TPR, RANBP2, ATXN1, SLF1, STUB1, NXF1",0.0676162226155404,0.0166597337763126,0.384104200761369,0.0201,0.341253333333333
GO:0001917,"photoreceptor inner segment",25,"SHANK2, FAM161A, CCDC66, EPB41L5, KIAA0586, PIP4K2A, GUK1, SLC24A2, USH1C, NOS1, ATP1A3, RHO, ATP8A2, CIB2, GUCA1B, REEP6, SLC2A1, PRPH2, RDH12, MYO7A, USP45, ADGRV1, ATP1A1, SNAP25, PHLPP2",0.0253212828402045,0.0178081040269077,0.384104200761369,0.02,0.341253333333333
GO:1904949,"ATPase complex",25,"ATP11B, RBBP4, ATP8A2, ABCC9, ATP1B3, ATP2A2, ATP1B1, ATP1A3, ATP8B2, SLC9A1, ATP1A1, RBBP7, ABCC8, SMARCA1, KCNJ8, ATP10D, ATP8A1, FXYD1, ABCD4, ABCB6, ATP11A, ATP1A4, PTPA, VCP, ATP10A",0.0488042922224514,0.0180342447955382,0.384104200761369,0.0164,0.31515
GO:0031307,"integral component of mitochondrial outer membrane",14,"PINK1, ARMCX3, MGARP, FUNDC2, MFN1, RHOT2, CPT1A, TOMM40, ABCB6, MFF, BNIP3, BAK1, FIS1, FUNDC1",0.0881484351853462,0.0184541668979005,0.384104200761369,0.0048,0.24448
GO:0005905,"clathrin-coated pit",35,"ARRB1, AP2B1, SGIP1, EPN3, CEMIP, DGKD, TF, CLTCL1, INPP5F, AP1S2, REPS1, DAB2, LRP2, AP2M1, AAK1, TFRC, FCHO2, ACKR3, TNK2, VLDLR, FCHSD2, AP1S3, LRP12, SPHK1, SYNJ1, SORT1, RAB35, AP1S1, ADCY8, LDLR, AP2S1, FCHO1, SNAP91, ITSN2, OCRL",0.0322091856356775,0.0192071134302072,0.384104200761369,0.0165,0.31515
GO:0097381,"photoreceptor disc membrane",6,"PDE6B, SPTBN5, OPN4, GUCA1B, RHO, GRK4",0.0653277351835236,0.0198123724727574,0.384104200761369,0.0063,0.280133333333333
GO:0005776,"autophagosome",56,"MAP1LC3B, CHMP4A, GABARAPL3, ULK1, ULK3, WDFY3, SNAP29, RPN2, PLEKHM1, TMEM230, DAPK2, FTL, TBC1D14, ATG5, HSPA8, CHMP2A, ATG16L2, TICAM1, PIP4K2B, CHMP1A, MAP1LC3A, RAB24, FTH1, JMY, ATG16L1, RAB12, PIP4K2A, RAB23, LRRK2, WASHC1, TBC1D12, ZFYVE1, ENTPD4, C9orf72, VPS11, WDR81, UBQLN2, MAP1LC3B2, LAMP1, SH3GLB1, OPTN, PEG3, PRKD1, BECN1, CHMP1B, ATP13A2, ATG12, WIPI1, CHMP4B, WIPI2, CLN3, RUBCNL, GABARAP, GABARAPL2, NBR1, TP53INP2",0.0322009416930932,0.0203374273809909,0.384104200761369,0.0156,0.313642105263158
GO:0032593,"insulin-responsive compartment",7,"MYO5A, RAB10, RAB15, RAB4A, RAB12, RAB13, DENND4C",0.0603611120540638,0.0206866155849602,0.384104200761369,0.0274,0.362576271186441
GO:0031463,"Cul3-RING ubiquitin ligase complex",20,"KLHL21, KLHL2, KLHL8, GLMN, KLHL41, KLHL20, KLHL25, KLHL3, TNFAIP1, KEAP1, KBTBD6, KCTD10, ENC1, KLHL13, CUL3, LZTR1, SPOPL, KLHL12, KLHL15, KLHL24",0.0376791036900323,0.0207021347686587,0.384104200761369,0.0278,0.362576271186441
GO:0032154,"cleavage furrow",24,"ITGB1, RAB11A, SPIRE2, RALA, PSTPIP1, ZFYVE19, FSD1, RAB11FIP3, MYLK, NDE1, RACGAP1, PPP1CC, PDXP, ANKRD45, NF2, PLCD3, RAB11FIP4, PKN2, RHOC, CIT, STAMBP, PSD, ICAM2, MYH10",0.0431669820846648,0.0208700611099344,0.384104200761369,0.0127,0.30147027027027
GO:0097610,"cell surface furrow",24,"MYLK, RHOC, RAB11FIP4, RAB11A, NF2, PKN2, NDE1, RAB11FIP3, PPP1CC, CIT, RACGAP1, PSTPIP1, PSD, ICAM2, ITGB1, STAMBP, RALA, PDXP, MYH10, PLCD3, FSD1, SPIRE2, ANKRD45, ZFYVE19",0.0431669820846648,0.0208700611099344,0.384104200761369,0.0127,0.30147027027027
GO:0031256,"leading edge membrane",106,"TIRAP, KCNC2, CNTNAP2, IFIT5, CD44, GABRA1, PSD3, KCNA2, PDE4A, SPRY4, PIP5K1C, KCNC3, GABRG3, GABRA3, TPM1, NME1, PLCG2, MPP2, LCP1, PPP1R9B, ABCA7, EZR, ADORA1, CSPG4, ATP2B1, PTPRJ, EPB41L3, DOCK8, FGD5, DLC1, WWC1, JCAD, ATP2B2, AKAP5, RPS3, INPP5K, SHISA9, KCNC1, OPRM1, DDN, SHISA8, GABRA2, AIF1L, SHISA7, GABRE, ARHGAP44, ANK1, ITGA8, PACSIN1, WLS, DIAPH1, PACSIN2, EPB41L5, KCNC4, GABRG1, HPCA, ARHGAP45, INSR, MACF1, SGCE, LAMP5, FERMT2, CDKL5, ATF4, SPATA13, PAK1, RASGRP2, PLEKHA1, ARHGEF4, MYO1D, KCNJ11, GPER1, THY1, FAP, NF2, CDC42, ITGB1, PALM, CIB1, PDXP, FGR, PLEKHO1, PTPRK, PLXND1, GABRA5, C2CD5, MTMR9, SLC12A5, TESC, KCNB1, RAC1, GRIA1, GABBR1, GABRG2, FAM107A, THEM4, FERMT1, AIF1, SNTG1, ROBO2, ITGAV, GABRA4, PSD, NCKAP1, TIAM1, PDPN",0.0353081210202455,0.0227070759979895,0.384104200761369,0.0192,0.341253333333333
