"labels","5HT1a_cumi_hc8_beliveau","5HT1b_p943_hc65_gallezot","5HT2a_cimbi_hc29_beliveau","5HT4_sb20_hc59_beliveau","5HT6_gsk_hc30_radhakrishnan","5HTT_dasb_hc100_beliveau","GABAa-bz_flumazenil_hc16_norgaard","NMDA_ge179_hc29_galovic"
"7Networks_LH_Limbic_TempPole_2",60.2994969220163,0.371233486811287,39.2334746506257,2.35666513117351,0.166809787487693,9.2377052675708,421.687805312592,6.47341523943766
"7Networks_LH_Limbic_TempPole_3",55.8933119996664,0.315965687751373,32.0641011378661,2.25140284451992,0.177164410532169,8.7122328287822,405.362156612225,5.843780785618
"7Networks_LH_Limbic_TempPole_4",43.5835630725044,0.651604008964139,60.0356496136261,2.61474946242753,0.383179075538531,3.47275677747601,593.808798288492,6.31489456424421
"7Networks_LH_Limbic_TempPole_5",49.6714570200052,0.515329344797322,53.388084087567,2.3537968850675,0.472097379148366,5.63430851778165,667.949602408724,7.05754258834819
"7Networks_LH_Limbic_TempPole_6",51.6404210402016,0.529981236185383,50.5494723145391,2.61329288562037,0.430786407921468,5.64283969808327,563.233956295091,6.44093824896813
"7Networks_LH_Limbic_TempPole_7",52.1588354829568,0.41496173336291,37.311598921541,2.20795629551662,0.279224459205537,8.78087290247881,524.994677499826,6.1704704524338
"7Networks_LH_Limbic_TempPole_8",45.1358810986858,0.040778003343088,20.4733975136556,1.61850796823963,-0.06707413124008,5.44153438205586,344.008995204456,4.59699443712797
"7Networks_LH_Cont_Par_1",28.2698754751554,0.921124681666971,57.5756464558263,2.43452623428837,0.433329412454226,3.3943725603883,781.050270781702,6.11170890684922
"7Networks_LH_Cont_Par_2",32.6847792243648,0.782240358595887,60.6152272340351,2.62108702462535,0.134254490165941,3.34908366048742,664.871085984636,3.94472380326036
"7Networks_LH_Cont_Par_3",31.5413809658859,0.854534909387718,57.8413465753565,2.52421195283899,0.323536593196395,3.24826410862025,690.935528739043,5.10116821513916
"7Networks_LH_Cont_Par_4",26.9680092639923,0.844614222467681,60.2491860847473,2.40611780583859,0.426121009595595,3.30216138219833,743.732679097017,6.19640432868693
"7Networks_LH_Cont_Par_5",26.4828072917255,0.883732308746333,60.0933869202013,2.4032555122596,0.495789363748946,3.27914794286092,776.911923187952,6.61584409339199
"7Networks_LH_Cont_Par_6",31.0472888848553,0.830161863096303,56.8299630798706,2.32069420283788,0.466310994168016,3.25493323006859,800.972843703403,6.53630309456075
"7Networks_LH_Cont_Temp_1",42.0560671495266,0.824985485455636,63.5777120385559,2.76944610207889,0.603539707601017,3.5003662090189,723.240022520717,6.04056101721743
"7Networks_LH_Cont_OFC_1",37.5765750585398,0.912726230304609,63.2262060719152,2.38708774287771,0.388966460311286,4.19595543649387,739.715973260632,6.79844768100923
"7Networks_LH_Cont_PFCl_1",33.1720545390421,0.979645220840444,59.7451749691293,2.31752236431295,0.461025956943475,4.16200234791464,718.654259795655,5.64327787320354
"7Networks_LH_Cont_PFCl_2",30.7194271948104,1.20522029595313,56.6714643737835,2.16834219839992,0.53199044464074,4.55865557749469,767.677372484322,6.00543325141946
"7Networks_LH_Cont_PFCl_3",31.9609971740258,1.12495760640888,59.9642981599878,2.33451193255722,0.505815322815326,4.44614997553447,793.685830358224,5.87106343563843
"7Networks_LH_Cont_PFCl_4",32.7371231734229,1.03694341962074,58.6021618562586,2.31020378018651,0.475811484820595,4.55556222858906,768.080525380581,5.61162362505717
"7Networks_LH_Cont_PFCl_5",31.7812495687991,1.13115456976486,56.780347162001,2.26885240076739,0.522899024173289,4.44016600419867,783.000011166537,5.99038254622667
"7Networks_LH_Cont_PFCl_6",29.3266473506152,1.05716265746528,56.4368521941202,2.09560914728235,0.457731943425884,4.38516697949391,802.725504150039,6.38301894882778
"7Networks_LH_Cont_PFCl_7",27.2551392060787,0.921405659274508,54.4897475340461,2.00577691250395,0.357392280354785,4.06342323501524,772.474133344691,7.12663205271159
